case_no,date_opened,subtype,date_closed,assigned_to,site_address,parcel_no,owner,resident,status,violation_description
RENT1701-011,2017-01-03,VIOLATIONS,2018-08-23,MARY EMRICK,210-E VICTOR PARKWAY,020682707672800,,,CLOSED,(8/21/2018 10:25 AM jr)
RENT1701-011,2017-01-03,VIOLATIONS,2018-08-23,MARY EMRICK,210-E VICTOR PARKWAY,020682707672800,,,CLOSED,(8/21/2018 10:25 AM jr)
RENT1701-011,2017-01-03,VIOLATIONS,2018-08-23,MARY EMRICK,210-E VICTOR PARKWAY,020682707672800,,,CLOSED,(8/21/2018 10:25 AM jr)
RENT1701-011,2017-01-03,VIOLATIONS,2018-08-23,MARY EMRICK,210-E VICTOR PARKWAY,020682707672800,,,CLOSED,(8/21/2018 10:25 AM jr)
RENT1701-011,2017-01-03,VIOLATIONS,2018-08-23,MARY EMRICK,210-E VICTOR PARKWAY,020682707672800,,,CLOSED,(8/21/2018 10:25 AM jr)
RENT1701-003,2017-01-03,VIOLATIONS,2017-01-19,MARY EMRICK,4 ELLINGTON DR,020681501970300,,,CLOSED,MULTIPLE VIOLATIONS
RENT1701-018,2017-01-09,VIOLATIONS,2017-02-10,ADAM KNIGHT,12 MARYLAND AVE,020600006132005,,,CLOSED,RentL Inspection
RENT1702-001,2017-02-01,VIOLATIONS,2017-05-01,MARY EMRICK,8 VICTOR PARKWAY,020695508338415,,,CLOSED,EXTERIOR SOFFIT AREA
RENT1701-025,2017-01-13,VIOLATIONS,2017-02-24,ADAM KNIGHT,55 PINKNEY ST,020600005196810,,,CLOSED,Rental INspection
RENT1701-024,2017-01-13,VIOLATIONS,2017-01-19,ADAM KNIGHT,37-A CORNHILL ST,020600003314500,,,CLOSED,Rental Inspection
RENT1701-023,2017-01-12,VIOLATIONS,2017-03-21,ADAM KNIGHT,20 MADISON PL,020600003990302,,,CLOSED,rental Inspection
RENT1701-022,2017-01-11,VIOLATIONS,2017-02-14,ADAM KNIGHT,915 SPA RD,020600003861500,,,CLOSED,Rental Inspection
RENT1701-021,2017-01-11,VIOLATIONS,2017-02-14,ADAM KNIGHT,669 GENESSEE STREET,020698690035271,,,CLOSED,Rental Inspection
RENT1701-009,2017-01-03,VIOLATIONS,2017-02-10,ADAM KNIGHT,220 CHESAPEAKE AVENUE,020600008587650,,,CLOSED,Rental Inspection
RENT1701-019,2017-01-11,VIOLATIONS,2017-03-01,ADAM KNIGHT,38 MARYLAND AVE,020600007021703,,,CLOSED,Rental Inspection
RENT1701-027,2017-01-13,VIOLATIONS,2017-02-21,MARY EMRICK,30 RANDALL ST,020600007316700,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1701-017,2017-01-09,VIOLATIONS,2017-02-10,ADAM KNIGHT,2 MARYLAND AVE,020600006130600,,,CLOSED,Rental Inspection
RENT1701-016,2017-01-06,VIOLATIONS,2017-03-15,MARY EMRICK,1134 TYLER AVE,020666990040239,,,CLOSED,smoke detectors/electrical cover plates
RENT1701-015,2017-01-03,VIOLATIONS,2017-01-30,STEVEN ANDREWS,1114 SMITHVILLE ST,020600004790460,,,CLOSED,KITCHEN FAUCET
RENT1701-014,2017-01-03,VIOLATIONS,2017-01-30,STEVEN ANDREWS,12 JOHNSON PL,020600090219895,,,CLOSED,"DOORS, TOILETS"
RENT1701-013,2017-01-03,VIOLATIONS,2017-01-30,STEVEN ANDREWS,14 JOHNSON PL,020600090219896,,,CLOSED,WALL AND FLOORING
RENT1701-012,2017-01-03,VIOLATIONS,2017-01-30,STEVEN ANDREWS,16 JOHNSON PL,020600090219897,,,CLOSED,FURNACE ROOM STORAGE/LIGHTS IN KITCHEN
RENT1701-020,2017-01-11,VIOLATIONS,2017-03-20,ADAM KNIGHT,45 TOWN PINES CT**,020654900945555,,,CLOSED,Rental Inspectrion
RENT1702-042,2017-02-15,VIOLATIONS,2017-03-06,HENRY GUTIERREZ,1070 FOREST DRIVE,020600009067800,,,CLOSED,STOVE/SINK
RENT1702-049,2017-02-22,VIOLATIONS,2017-03-10,HENRY GUTIERREZ,21 CARVER ST,020600000023280,,,CLOSED,SMOKE DETECTOR/OUTLETS
RENT1702-048,2017-02-21,VIOLATIONS,2017-03-31,JEANNETTE ROEDER,10-K IRONSTONE COURT,020601890102940,,,CLOSED,MASTER BATH ELECTRICAL/2ND FLOOR BEDROOM
RENT1702-047,2017-02-21,VIOLATIONS,2017-03-23,JEANNETTE ROEDER,119 QUIET WATERS PLACE,020605590085658,,,CLOSED,KITCHEN OVEN/BASEMENT BEDROOM
RENT1702-046,2017-02-21,VIOLATIONS,2018-07-09,MARY EMRICK,1040 CEDAR RIDGE CT,020610501272728,,,CLOSED,SMOKE DETECTORS THROUGHOUT/MASTER BEDROOM DOOR
RENT1702-045,2017-02-21,VIOLATIONS,2017-05-19,JEANNETTE ROEDER,50-J HEARTHSTONE CT,020601890101031,,,CLOSED,KITCHEN LIGHTS/DRYER/REFRIGERATOR
RENT1701-060,2017-01-31,VIOLATIONS,2017-02-01,MARY EMRICK,104 CYPRESS RD,020695505950700,,,CLOSED,OVERCROWDING/KEY LOCKS ON BEDROOM DOORS
RENT1702-043,2017-02-15,VIOLATIONS,2017-03-06,HENRY GUTIERREZ,631 GREENBRIAR LN,020628701697022,,,CLOSED,PLUMBING ISSUES
RENT1702-052,2017-02-26,VIOLATIONS,2017-03-14,HENRY GUTIERREZ,410 OAKLAWN AVNUE,020608690211680,,,CLOSED,SMOKE DETECTOR/EXTERIOR DEBRIS
RENT1702-041,2017-02-15,VIOLATIONS,2017-03-05,STEVEN ANDREWS,128 MERRYMAN COURT,020636090028504,,,CLOSED,PLUMBING ISSUES
RENT1702-040,2017-02-15,VIOLATIONS,2017-03-28,MARY EMRICK,931-933 EDGEWOOD RD,020600090027411,,,CLOSED,MULTIPLE VIOLATIONS
RENT1702-039,2017-02-14,VIOLATIONS,2017-03-20,ADAM KNIGHT,1 ALDEN LANE,020697007376600,,,CLOSED,55 pinkRental Inspection
RENT1702-038,2017-02-14,VIOLATIONS,2017-04-27,ADAM KNIGHT,303 DEWEY DRIVE,020601006319600,,,CLOSED,Rental Inspection
RENT1702-037,2017-02-14,VIOLATIONS,2017-03-20,MARY EMRICK,30 ROCKWELL COURT,020666190031629,,,CLOSED,DRYER VENT PIPE
RENT1702-036,2017-02-14,VIOLATIONS,2017-03-20,MARY EMRICK,12 SARGENT CT,020666190019338,,,CLOSED,TWO BEDROOM DOORS KEY LOCKS
RENT1702-044,2017-02-17,VIOLATIONS,2017-03-22,ADAM KNIGHT,199 BERTINA A NICK WAY,020600090007453,,,CLOSED,Rental Inspection
RENT1702-058,2017-02-27,VIOLATIONS,2017-03-23,MARY EMRICK,203-K VICTOR PARKWAY,020621290018191,,,CLOSED,MULTIPLE VIOLATIONS
RENT1703-004,2017-03-01,VIOLATIONS,2017-04-11,MARY EMRICK,1014 TYLER AVE,020605705058175,,,CLOSED,MULTIPLE VIOLATIONS
RENT1703-003,2017-03-01,VIOLATIONS,2017-04-11,MARY EMRICK,1012 TYLER AVE,020605702836215,,,CLOSED,MULTIPLE VIOLATIONS
RENT1703-002,2017-03-01,VIOLATIONS,2017-04-11,MARY EMRICK,1010 TYLER AVE,020605790034590,,,CLOSED,ELECTRICAL OUTLET/EXTERIOR FASCIA
RENT1703-001,2017-03-01,VIOLATIONS,2017-03-15,MARY EMRICK,210-F VICTOR PKWY,020621290018242,,,CLOSED,ELECTRIC SMOKE DETECTOR
RENT1702-062,2017-02-27,VIOLATIONS,2017-03-14,MARY EMRICK,1240 GEMINI DR C,020680300470175,,,CLOSED,STORM DOOR
RENT1702-061,2017-02-27,VIOLATIONS,2017-03-14,MARY EMRICK,1240-M GEMINI DR,020680304343995,,,CLOSED,SMOKE DETECTORS
RENT1702-050,2017-02-22,VIOLATIONS,2017-03-08,STEVEN ANDREWS,305 BURNSIDE STREET,020600090006830,,,CLOSED,MOLD IN BATHROOM/DEADBOLT ON REAR DOOR
RENT1702-059,2017-02-27,VIOLATIONS,2017-03-06,HENRY GUTIERREZ,21 GLEN AVE,020600090022034,,,CLOSED,KITCHEN
RENT1702-051,2017-02-23,VIOLATIONS,2017-10-11,ADAM KNIGHT,722-A SECOND ST,020600009171408,,,CLOSED,Rental Inspection
RENT1702-057,2017-02-27,VIOLATIONS,2017-04-03,MARY EMRICK,40 HEARTHSTONE CT J,020601890081160,,,CLOSED,KITCHEN GFCI/FURNACE ROOM STORAGE
RENT1702-056,2017-02-26,VIOLATIONS,2017-03-14,STEVEN ANDREWS,3 JULIANA CIRCLE  W,020670290099144,,,CLOSED,DISHWASHER & DECK
RENT1702-055,2017-02-26,VIOLATIONS,2017-03-31,JEANNETTE ROEDER,1-C HERITAGE CT,020636090028606,,,CLOSED,STOVE BURNER/BATHROOM GFCI
RENT1702-054,2017-02-26,VIOLATIONS,2017-03-14,HENRY GUTIERREZ,632 TRIPP CREEK COURT,020661090087265,,,CLOSED,SECOND FLOOR BATHROOM MOLD
RENT1702-053,2017-02-26,VIOLATIONS,2017-04-18,JEANNETTE ROEDER,1 PETERS WAY,020628790078630,,,CLOSED,HANDRAIL
RENT1702-033,2017-02-13,VIOLATIONS,2017-04-19,MARY EMRICK,ADMIRAL OAKS APARTMENTS,020600006508970,,,CLOSED,MULTIPLE VIOLATIONS
RENT1702-060,2017-02-27,VIOLATIONS,2017-05-22,MARY EMRICK,530 FIRST ST,020600002386300,,,CLOSED,ROOF/CEILING/TOILET
RENT1702-008,2017-02-03,VIOLATIONS,2017-02-26,HENRY GUTIERREZ,13-A HERITAGE CT,020636090028599,,,CLOSED,STOVE/ROACHES/TIRES OUTSIDE
RENT1702-035,2017-02-14,VIOLATIONS,2017-03-15,ADAM KNIGHT,2 SILOPANNA CT,020682990029218,,,CLOSED,Rental Inspection
RENT1702-015,2017-02-06,VIOLATIONS,2017-10-05,JEANNETTE ROEDER,35 HERITAGE CT,020636090028582,,,CLOSED,OVERCROWDING
RENT1702-014,2017-02-06,VIOLATIONS,2017-02-22,MARY EMRICK,906 WINDWHISPER LN,020601990035683,,,CLOSED,"FASCIA BOARD, GUTTERS, SLIDER SCREEN"
RENT1702-013,2017-02-06,VIOLATIONS,2017-03-15,MARY EMRICK,ALLEN APARTMENTS,,,,CLOSED,MULTI VIOLATIONS - APARTMENTS
RENT1702-012,2017-02-06,VIOLATIONS,2017-02-07,MARY EMRICK,1038 BLACKWELL RD,020628290098569,,,CLOSED,REAR DECK PROVIDE HANDRAIL
RENT1702-011,2017-02-06,VIOLATIONS,2018-01-25,MARY EMRICK,115 MONTICELLO AVE,020600004828603,,,CLOSED,CRM - Unlicensed Rental
RENT1702-017,2017-02-06,VIOLATIONS,2017-02-22,MARY EMRICK,1118 AUGUST DR,020604090212652,,,CLOSED,SMOKE DETECTORS
RENT1702-009,2017-02-03,VIOLATIONS,2017-03-17,HENRY GUTIERREZ,127 EASTERN AVENUE,020600003976109,,,CLOSED,VARIOUS VIOLATIONS
RENT1702-018,2017-02-07,VIOLATIONS,2017-02-27,HENRY GUTIERREZ,629 GREENBRIAR LN,020628701697021,,,CLOSED,MULTIPLE VIOLATIONS
RENT1702-007,2017-02-01,VIOLATIONS,2017-03-30,MARY EMRICK,133 QUIET WATERS PLACE,020605590085672,,,CLOSED,DINING ROOM & LIVING ROOM
RENT1702-006,2017-02-01,VIOLATIONS,2017-02-22,STEVEN ANDREWS,300 WOODLAWN AVE,020600090031388,,,CLOSED,OVERCROWDING & LIGHT FIXTURE
RENT1702-005,2017-02-01,VIOLATIONS,2017-02-22,STEVEN ANDREWS,309 BURNSIDE ST,020600005962100,,,CLOSED,"DECKING RAILS, TOILET, OVERCROWDING"
RENT1702-004,2017-02-01,VIOLATIONS,2017-03-08,STEVEN ANDREWS,10 SAUSILITO CT,020611890042981,,,CLOSED,MASTER BATHROOM
RENT1702-003,2017-02-01,VIOLATIONS,2017-03-05,MARY EMRICK,13 ALDER RD,020695501877900,,,CLOSED,UNTAGGED CAR
RENT1702-002,2017-02-01,VIOLATIONS,2017-02-21,MARY EMRICK,18 CYPRESS RD,020695507883100,,,CLOSED,OVERCROWDING/BEDROOM DOOR LOCKS
RENT1702-010,2017-02-03,VIOLATIONS,2017-03-08,HENRY GUTIERREZ,1201 BARBUD LANE,020600006209000,,,CLOSED,ELECTRICAL ISSUES OUTLETS
RENT1702-025,2017-02-08,VIOLATIONS,2017-03-07,ADAM KNIGHT,20 SOUTH ST,020600590220326,,,CLOSED,Rental Inspection
RENT1705-022,2017-05-09,VIOLATIONS,2019-02-12,MARY EMRICK,15 SILVERWOOD CIR 4,020621290018350,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1702-032,2017-02-09,VIOLATIONS,2017-03-27,JEANNETTE ROEDER,102 EASTERN AVENUE,020600003634405,,,CLOSED,1ST FLOOR BATHROOM - GFCI
RENT1702-031,2017-02-09,VIOLATIONS,2017-06-28,ADAM KNIGHT,523 SIXTH ST,020600090020938,,,CLOSED,Rental Inspection
RENT1702-030,2017-02-09,VIOLATIONS,2017-03-05,HENRY GUTIERREZ,301 N. GLEN AVENUE,020600007259000,,,CLOSED,HANDRAIL/REMOVE OLD SMOKE DETECTOR
RENT1702-029,2017-02-09,VIOLATIONS,2017-03-05,HENRY GUTIERREZ,10 N HOMELAND AVE**,020667500082900,,,CLOSED,"GARBAGE DISPOSAL, ELEC OUTLET, SMOKE DETECTOR"
RENT1702-028,2017-02-09,VIOLATIONS,2017-03-17,MARY EMRICK,16 PAROLE ST,020600002157400,,,CLOSED,UNTAGGED VEHICLES
RENT1702-016,2017-02-06,VIOLATIONS,2017-06-13,MARY EMRICK,1146 TYLER AVENUE,020666990005337,,,CLOSED,"SMOKE DETECTORS, OVERCROWDING,"
RENT1702-026,2017-02-08,VIOLATIONS,2018-02-06,ADAM KNIGHT,70 CLAY STREET**,020600002876300,,,CLOSED,Rental Inspection
RENT1702-034,2017-02-14,VIOLATIONS,2017-03-07,MARY EMRICK,14 SILVERWOOD CIR 2,020621290018441,,,CLOSED,SMOKE DETECTOR/OUTLET
RENT1702-024,2017-02-08,VIOLATIONS,2019-10-11,ADAM KNIGHT,912 SMITHVILLE ST,020600007515450,,,CLOSED,Rental Inspection
RENT1702-023,2017-02-08,VIOLATIONS,2017-03-17,HENRY GUTIERREZ,670 GREENBRIAR LANE,020628701697061,,,CLOSED,"SMOKE DETECTORS, HOUSEKEEPING, ROACHES"
RENT1702-022,2017-02-07,VIOLATIONS,2017-02-27,MARY EMRICK,960 FOREST HILLS AVE,020600090054634,,,CLOSED,EXTERIOR TRASH AND DEBRIS
RENT1702-021,2017-02-07,VIOLATIONS,2017-05-01,MARY EMRICK,20 SILOPANNA ROAD,020682990010631,,,CLOSED,MULTIPLE VIOLATIONS
RENT1702-020,2017-02-07,VIOLATIONS,2017-05-09,MARY EMRICK,ALLEN APARTMENTS,,,,CLOSED,"MOLD, OVERCROWDING, GFCI'S"
RENT1702-019,2017-02-07,VIOLATIONS,2017-03-17,HENRY GUTIERREZ,632 ANNAPOLIS WALK DRIVE,020602590089864,,,CLOSED,MULTIPLE VIOLATIONS
RENT1702-027,2017-02-08,VIOLATIONS,2017-05-03,ADAM KNIGHT,8 BATES STREET,020600090048426,,,CLOSED,Rental Inspection
RENT1708-026,2017-08-18,VIOLATIONS,2017-08-31,MARY EMRICK,2 HIGHLAND AVE,020600007670900,,Kyle Sobeck,CLOSED,Mr. Sobeck has plants on his fence that he is taking care of and maintaining as part of his yard. His neighbor is not happy about it and considers it overgrowth. He wants us to come take a look at it to make sure it isn't overgrowth by City Code standards.
RENT1708-026,2017-08-18,VIOLATIONS,2017-08-31,MARY EMRICK,2 HIGHLAND AVE,020600007670900,,Kyle Sobeck,CLOSED,Mr. Sobeck has plants on his fence that he is taking care of and maintaining as part of his yard. His neighbor is not happy about it and considers it overgrowth. He wants us to come take a look at it to make sure it isn't overgrowth by City Code standards.
RENT1708-033,2017-08-21,VIOLATIONS,2017-09-27,ADAM KNIGHT,972 BREAKWATER DR,020654690054159,,,CLOSED,Rental Inspection
RENT1708-032,2017-08-21,VIOLATIONS,2017-09-27,,935 BREAKWATER DR,020654690054238,,,CLOSED,Rental Inspectiona
RENT1708-031,2017-08-21,VIOLATIONS,2017-12-20,ADAM KNIGHT,923 BREAKWATER DRIVE,020654690054225,,,CLOSED,Rental Inspection
RENT1708-030,2017-08-21,VIOLATIONS,2017-10-27,ADAM KNIGHT,7 MIZZEN CT,020654690054176,,,CLOSED,Rental Inspection
RENT1708-029,2017-08-21,VIOLATIONS,2017-12-04,MARY EMRICK,20-E HEARTHSTONE CT,020601890078598,,,CLOSED,MULTIPLE VIOLATIONS
RENT1708-051,2017-08-31,VIOLATIONS,2017-09-25,MARY EMRICK,1 MOORING POINT CT,020601990035681,,,CLOSED,EXTERIOR GABLE END OF HOUSE/HANDRAIL INTERIOR&EXTERIOR
RENT1708-027,2017-08-18,VIOLATIONS,2017-09-26,MARY EMRICK,214 JANWALL ST,020600090083818,,,CLOSED,TRASH/DEBRIS IN REAR YARD AREA
RENT1708-036,2017-08-24,VIOLATIONS,2017-10-05,ADAM KNIGHT,47 MARYLAND AVE,020600003065200,,,CLOSED,Rental Inspection
RENT1708-025,2017-08-17,VIOLATIONS,2017-09-07,JEANNETTE ROEDER,2003 BAY RIDGE AVENUE,020695500136500,,,CLOSED,ROACHES
RENT1708-024,2017-08-17,VIOLATIONS,2017-10-31,JEANNETTE ROEDER,25 DORSEY AVENUE,020600003407600,,,CLOSED,SMOKE DETECTORS
RENT1708-023,2017-08-16,VIOLATIONS,2017-10-16,MARY EMRICK,1202 STERLING DRIVE,020611207198105,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1708-022,2017-08-16,VIOLATIONS,2017-09-07,MARY EMRICK,315 ATWATER DRIVE,020602590089909,,,CLOSED,FAILURE TO RENEW RENTAL LICENSE
RENT1708-021,2017-08-16,VIOLATIONS,2017-09-29,MARY EMRICK,14 SILVERWOOD CIR 10,020621290018449,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1708-020,2017-08-16,VIOLATIONS,2017-09-05,MARY EMRICK,8 S CHERRY GROVE AVE,020600090059195,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1708-028,2017-08-21,VIOLATIONS,2017-12-04,MARY EMRICK,20-I HEARTHSTONE COURT,020601890078602,,,CLOSED,DRYER VENT PIPE/ESCUSSION PLATES FURNANCE LEAKING
RENT1708-042,2017-08-29,VIOLATIONS,2017-11-14,MARY EMRICK,10-A SANDSTONE COURT,020601890082190,,,CLOSED,OVERCROWDING/ROACHES/HOUSEKEEPING
RENT1705-020,2017-05-09,VIOLATIONS,2017-05-10,MARY EMRICK,7 SILVERWOOD CIR 5,020621290018305,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1708-049,2017-08-30,VIOLATIONS,2017-09-25,JEANNETTE ROEDER,65 HERITAGE COURT,020636090028573,,,CLOSED,"BATHROOM FAN, POSSIBLE MOLD"
RENT1708-048,2017-08-30,VIOLATIONS,2017-12-01,JEANNETTE ROEDER,210 BOWIE AVE,020600006258000,,,CLOSED,SMOKE DETECTORS
RENT1708-047,2017-08-30,VIOLATIONS,2018-01-18,JEANNETTE ROEDER,633 GREENBRIAR LANE,020628701697023,,,CLOSED,"BATH, VANITY"
RENT1708-046,2017-08-30,VIOLATIONS,2017-09-15,JEANNETTE ROEDER,136 BRIGHTWATER DR,020602590089916,,,CLOSED,SMOKE DETECTORS
RENT1708-045,2017-08-29,VIOLATIONS,2017-09-08,MARY EMRICK,9 TYLER CT,020628005427100,,,CLOSED,THE YARD IS VERY OVERGROWN AND THERE IS TRASH IN YARD.
RENT1708-045,2017-08-29,VIOLATIONS,2017-09-08,MARY EMRICK,9 TYLER CT,020628005427100,,,CLOSED,THE YARD IS VERY OVERGROWN AND THERE IS TRASH IN YARD.
RENT1708-034,2017-08-21,VIOLATIONS,2017-09-27,ADAM KNIGHT,3 STEELE AVENUE**,020600004817800,,,CLOSED,Rental Inspection
RENT1708-043,2017-08-29,VIOLATIONS,2017-09-05,MARY EMRICK,1027 MARTHA CT 3C,020600002505305,,RESIDENT,CLOSED,NO ELECTRIC
RENT1708-035,2017-08-22,VIOLATIONS,2017-09-28,JEANNETTE ROEDER,936 BAY RIDGE AVE 205,020611390087603,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1708-040,2017-08-25,VIOLATIONS,2017-09-05,MARY EMRICK,328 WASHINGTON STREET,020600090046831,,,CLOSED,OVERGROWTH
RENT1708-039,2017-08-25,VIOLATIONS,2017-09-01,MARY EMRICK,319 GLEN AVENUE,020600008603030,,,CLOSED,BATHROOM FAUCET NOT WORKING
RENT1708-038,2017-08-25,VIOLATIONS,2017-09-15,MARY EMRICK,1209 VAN BUREN CIR,020611202164950,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1708-037,2017-08-24,VIOLATIONS,2017-10-05,ADAM KNIGHT,51 MARYLAND AVE -1/2,,,,CLOSED,Rental Inspection
RENT1708-017,2017-08-15,VIOLATIONS,2017-11-27,ADAM KNIGHT,1 MURRAY AVE**,020600003628054,,,CLOSED,Rental Inspection
RENT1708-044,2017-08-29,VIOLATIONS,2017-09-08,MARY EMRICK,13 SILOPANNA RD,020682908598399,,,CLOSED,OVERCROWDING
RENT1707-039,2017-07-31,VIOLATIONS,2017-08-23,ADAM KNIGHT,3 WAGNER STREET,020600003798990,,,CLOSED,Rental Inspection
RENT1708-019,2017-08-16,VIOLATIONS,2017-09-08,MARY EMRICK,4 S CHERRY GROVE AVE,020600090059868,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1707-046,2017-07-31,VIOLATIONS,2018-12-13,MARY EMRICK,153 BRIGHTWATER DR,020602590089937,,"LI QIYI,",CLOSED,ILLEGAL RENTAL UNIT
RENT1707-045,2017-07-31,VIOLATIONS,2017-08-28,ADAM KNIGHT,710 GLENWOOD STREET,020619090035368,,,CLOSED,Rental Inspection
RENT1707-044,2017-07-31,VIOLATIONS,2017-09-07,JEANNETTE ROEDER,710 AMERICANA DR 26,020600001557519,,,CLOSED,MULTIPLE ISSUES
RENT1707-043,2017-07-31,VIOLATIONS,2017-08-25,ADAM KNIGHT,698 ROSEDALE ST A,020619090035394,,,CLOSED,Rental Inspection
RENT1707-042,2017-07-31,VIOLATIONS,2017-08-23,ADAM KNIGHT,148 DUKE OF GLOUCESTER ST,020600002741403,,,CLOSED,Rental Inspection
RENT1708-001,2017-08-01,VIOLATIONS,2017-11-02,MARY EMRICK,925 WINDWHISPER LANE,020601990035652,,,CLOSED,SMOKE DETECTOR
RENT1707-040,2017-07-31,VIOLATIONS,2017-08-23,ADAM KNIGHT,215 HANOVER ST,020600003219300,,,CLOSED,Rental Inspection
RENT1708-002,2017-08-01,VIOLATIONS,2017-10-18,ADAM KNIGHT,609 SEVERN ISLAND CT,020661090087254,,,CLOSED,Rental Inspection
RENT1707-038,2017-07-27,VIOLATIONS,2017-08-25,MARY EMRICK,9 SILVERWOOD CIR 10,020621290018328,,,CLOSED,BATHROOMS NEED GFCI/SMOKE DETECTORS
RENT1707-037,2017-07-27,VIOLATIONS,2017-08-29,MARY EMRICK,60 SANDSTONE CT D,020601890087122,,,CLOSED,SWITCH IN BATHROOM/IOVERCROWDING
RENT1707-036,2017-07-26,VIOLATIONS,2017-08-21,JEANNETTE ROEDER,1022 MONROE STREET**,020600007243850,,,CLOSED,GFCI OUTLET
RENT1707-035,2017-07-26,VIOLATIONS,2017-08-21,JEANNETTE ROEDER,328 WASHINGTON STREET,020600090046831,,,CLOSED,UNIT B - DRYER VENT
RENT1707-034,2017-07-26,VIOLATIONS,2017-08-15,JEANNETTE ROEDER,116 EASTERN AVE,020600001827000,,,CLOSED,SMOKE DETECTORS
RENT1707-033,2017-07-26,VIOLATIONS,2017-11-20,JEANNETTE ROEDER,9-B HERITAGE COURT #122,020636090028596,,,CLOSED,BATHROOM HALL FLOOR
RENT1707-041,2017-07-31,VIOLATIONS,2017-08-23,ADAM KNIGHT,23 CITY GATE LN,020610690029979,,,CLOSED,Rental Inspection
RENT1708-009,2017-08-14,VIOLATIONS,2018-03-09,MARY EMRICK,405 CHESAPEAKE AVENUE,020600090013605,,,CLOSED,OVERGROWTH & UNLICENSED RENTAL
RENT1708-052,2017-08-31,VIOLATIONS,2017-11-20,MARY EMRICK,853 SPA RD,020600005587472,,,CLOSED,Rear yard looks like a junkyard.
RENT1708-052,2017-08-31,VIOLATIONS,2017-11-20,MARY EMRICK,853 SPA RD,020600005587472,,,CLOSED,Rear yard looks like a junkyard.
RENT1708-016,2017-08-15,VIOLATIONS,2017-10-16,ADAM KNIGHT,113 CHARLES ST**,020600007513115,,,CLOSED,Rental Inspection
RENT1708-015,2017-08-15,VIOLATIONS,2017-09-27,ADAM KNIGHT,78 CHARLES ST**,020600005331203,,,CLOSED,Rental Inspection
RENT1708-014,2017-08-15,VIOLATIONS,2017-11-01,MARY EMRICK,309 STATE ST,020600006951000,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1708-013,2017-08-15,VIOLATIONS,2017-10-06,MARY EMRICK,17 WINDWHISPER LN,020626890036139,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1708-012,2017-08-15,VIOLATIONS,2017-09-27,ADAM KNIGHT,80 CHARLES ST**,020600002370051,,,CLOSED,Rental Inspection
RENT1707-047,2017-07-31,VIOLATIONS,2017-09-25,MARY EMRICK,1231-D GEMINI DRIVE,020660890234974,,,CLOSED,SLIDING GLASS DOOR AND STROBE LIGHT
RENT1708-010,2017-08-15,VIOLATIONS,2017-10-10,ADAM KNIGHT,16 EAST ST**,020600002844800,,,CLOSED,Rental Inspection
RENT1708-018,2017-08-16,VIOLATIONS,2017-09-25,MARY EMRICK,204-A VICTOR PKWY,020621290018217,,,CLOSED,"SMOKE DETECTORS, GFCI, RT REAR BURNER, DISPOSAL"
RENT1708-008,2017-08-10,VIOLATIONS,2017-09-26,JEANNETTE ROEDER,1003 JACKSON ST**,020600001052800,,,CLOSED,BATHROOM - GFCI
RENT1708-007,2017-08-10,VIOLATIONS,2019-01-31,ADAM KNIGHT,51 TOWN PINES CT,020654903864210,,,CLOSED,FAILURE TO MAINTAIN ELECRTIC SERVICE
RENT1708-006,2017-08-09,VIOLATIONS,2017-08-23,JEANNETTE ROEDER,316 BURNSIDE ST** 505,020660908197800,,,CLOSED,"TOILET LEAK, KITCHEN SINK LEAK"
RENT1708-005,2017-08-04,VIOLATIONS,2017-09-08,MARY EMRICK,290-F HILLTOP LN,020680305775010,,,CLOSED,MULTIPLE VIOLATIONS
RENT1708-004,2017-08-04,VIOLATIONS,2017-11-16,MARY EMRICK,290 HILLTOP LN** M,020680306246525,,,CLOSED,SMOKE DETECTORS/HANDRAIL
RENT1708-003,2017-08-03,VIOLATIONS,2017-08-15,MARY EMRICK,16 ALDER RD**,020695505969200,,,CLOSED,KITCHEN CABINETS
RENT1708-011,2017-08-15,VIOLATIONS,2017-08-22,MARY EMRICK,10 SHILEY ST,020600000278600,,,CLOSED,ILLEGAL RENTAL UNIT
RENT1710-004,2017-10-09,FAILURE TO RENEW,,MARY EMRICK,1304 HAWKINS LN,,,,,FAILURE TO RENEW RENTAL LICENSE
RENT1710-004,2017-10-09,FAILURE TO RENEW,,MARY EMRICK,1304 HAWKINS LN,,,,,FAILURE TO RENEW RENTAL LICENSE
RENT1710-011,2017-10-13,VIOLATIONS,2018-01-05,JEANNETTE ROEDER,1035 MADISON CT**,020600001511400,,,CLOSED,BASEMENT THRESHOLD MOLDING
RENT1710-010,2017-10-13,VIOLATIONS,2017-11-01,MARY EMRICK,1225-C GEMINI DRIVE,020660890226488,,,CLOSED,COLD AIR RETURN VENT
